Dateiname,Dateigröße,Datum,LRH,Nicht-LRH,Schlussfolgerung,Model
811030 — HCO Bulletin — CS Series 114 Cancelled  [B056-084].txt,2988,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
700619 — HCO Bulletin — CS Q and A  [B010-062].txt,5867,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
820413 — HCO Bulletin — Still Needle and Confessionals  [B057-004].txt,2181,16-10-24 22:02,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
601020 — HCO Bulletin — Supplementary Bulletin  [B036-157].txt,895,16-10-24 22:02,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
721206 — HCO Bulletin — Hi Lo TA Assessment for Integrity Processing  [B012-200].txt,2914,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
680805 — HCO Bulletin — Change of Commands - Overt-Motivator Sequence  [B070-006].txt,1179,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
621001 — HCO Bulletin — 3GA - Listing by Tiger Buttons - 114 New Lines for Listing  [B029-043].txt,6338,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
700828 — HCO Bulletin — HC Outpoint-Pluspoint Lists R  [B076-036].txt,5263,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
721107 Issue 1 — HCO Bulletin — Correction Lists  [B050-058].txt,1787,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
710306 Issue 2 — HCO Bulletin — Long CSes  [B142-013].txt,3194,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
780905 — HCO Bulletin — Anatomy of a Service Facsimile  [B102-015].txt,8390,16-10-24 22:02,0.0093,0.9907,Wahrscheinlich Nicht-LRH,roberta-base
710430 — HCO Bulletin — Auditing Comm Cycle  [B044-054].txt,1417,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
670119 — HCO Bulletin — Manifestations of Engrams and Secondaries Further Defined  [B007-003].txt,3431,16-10-24 22:02,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-base
820331R — HCO Bulletin — Basic Study Missed Withhold  [B106-006].txt,1275,16-10-24 22:02,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
851024 — HCO Bulletin — Trouble Shooting the Purification Rundown PC  [B057-083].txt,9532,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610302 — HCO Bulletin — Formula 20  [B085-005].txt,705,16-10-24 22:02,0.0014,0.9986,Wahrscheinlich Nicht-LRH,roberta-base
691105 Issue 5 — HCO Bulletin — LX3 (Attitudes)  [B009-159].txt,661,16-10-24 22:02,0.0157,0.9843,Wahrscheinlich Nicht-LRH,roberta-base
"711025 Issue 2R — HCO Bulletin — Special Drug Rundown - Note, The  [B012-134].txt",1046,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"680531 — HCO Bulletin — Key Rules of Listing and Nulling, The  [B070-004].txt",11117,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
820307 — HCO Bulletin — Confessionals Included in Expanded Grade II Processes  [B064-006].txt,1251,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
580121 — HCO Bulletin — MEST Clear Procedure  [B022-006].txt,3112,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
711125 — HCO Bulletin — Setting Up and Using a Tape Player  [B047-013].txt,4563,16-10-24 22:02,0.0029,0.9971,Wahrscheinlich Nicht-LRH,roberta-base
630722 — HCO Bulletin — You Can Be Right  [B087-003].txt,11471,16-10-24 22:02,0.6824,0.3176,Wahrscheinlich LRH,roberta-base
710624 — HCO Bulletin — Word Clearing  [B044-087].txt,1843,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720905 — HCO Bulletin — High Crime Checkouts  [B012-154].txt,6643,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610417 — HCO Bulletin — Training Drills Modernized  [B001-031].txt,14086,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
720831 Issue 2 — HCO Bulletin — Hi-Lo TA Assessment for Confessionals  [B012-150].txt,2958,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
670913 — HCO Bulletin — Remedy B  [B041-030].txt,1712,16-10-24 22:02,0.0053,0.9947,Wahrscheinlich Nicht-LRH,roberta-base
710906 — HCO Bulletin — Correct Sequence - Qualifications of Word Clearers  [B011-155].txt,3771,16-10-24 22:02,0.0047,0.9953,Wahrscheinlich Nicht-LRH,roberta-base
711024 — HCO Bulletin — False TA  [B011-211].txt,10014,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"730124 Issue 1 — HCO Bulletin — PC Examiner's E-Meter, The  [B051-006].txt",1857,16-10-24 22:02,0.0035,0.9965,Wahrscheinlich Nicht-LRH,roberta-base
"601026 — HCO Bulletin — Auditing Win, An  [B027-077].txt",1447,16-10-24 22:02,0.5020,0.4980,Nicht eindeutig,roberta-base
610309 — HCO Bulletin — Command Sheet - Prehavingness Scale  [B001-017].txt,3399,16-10-24 22:02,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
620807 — HCO Bulletin — Running CCHs  [B029-028].txt,1580,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"600908 — HCO Bulletin — Presessions of the 1st Saint Hill ACC, The  [B036-132].txt",4717,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
610407 — HCO Bulletin — Assessing for Goals and Terminals by Elimination  [B037-023].txt,2451,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
620810 — HCO Bulletin — How It Feels to Go Clear  [B029-029].txt,3733,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
700310 — HCO Bulletin — List of Perceptics - Dianetics Bulletin  [B043-022].txt,1878,16-10-24 22:02,0.5146,0.4854,Nicht eindeutig,roberta-base
630604 — HCO Bulletin — Checking Out the Joburg - Tips to Sec Check Instructors  [B153-022].txt,2932,16-10-24 22:02,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
611102 — HCO Bulletin — Training CCHs  [B161-026].txt,7153,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
631001 — HCO Bulletin — Training Cycles  [B039-055].txt,3248,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"640907 — HCO Bulletin — PTPs, Overts and ARC Breaks  [B147-012].txt",9369,16-10-24 22:02,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
690627R — HCO Bulletin — Q & A  [B042-103].txt,8655,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"690207R — HCO Bulletin — Body Communication Process (Corrected), The  [B051-033].txt",5849,16-10-24 22:02,0.5732,0.4268,Wahrscheinlich LRH,roberta-base
600804 — HCO Bulletin — Regimen 1  [B036-117].txt,5606,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
801118 Issue 2 — HCO Bulletin — Case Supervisor Correction List - Word List  [B056-059].txt,3281,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
690424 — HCO Bulletin — Dianetic Use  [B151-004].txt,9940,16-10-24 22:02,0.0044,0.9956,Wahrscheinlich Nicht-LRH,roberta-base
590819 — HCO Bulletin — How to Handle Work  [B084-018].txt,3249,16-10-24 22:02,0.0087,0.9913,Wahrscheinlich Nicht-LRH,roberta-base
590124 — HCO Bulletin — Scientology Axiom 58  [B133-005].txt,558,16-10-24 22:02,0.9793,0.0207,Wahrscheinlich LRH,roberta-base
850322 — HCO Bulletin — Full Danger Condition Handling  [B057-071].txt,19119,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
640304 — HCO Bulletin — Class II Model Session  [B004-005].txt,5844,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
680805 — HCO Bulletin — Change of Commands - Overt-Motivator Sequence  [B041-054].txt,1181,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
580402 — HCO Bulletin — ARC in Comm Course  [B022-033].txt,1581,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
700731 — HCO Bulletin — Hubbard Consultant - Listen and Two-Way Communication Drills  [B043-081].txt,4536,16-10-24 22:02,0.0047,0.9953,Wahrscheinlich Nicht-LRH,roberta-base
710816 Issue 2 — HCO Bulletin — Training Drills Modernized  [B095-005].txt,16786,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
690519 — HCO Bulletin — Drug and Alcohol Cases - Prior Assessing  [B075-041].txt,2913,16-10-24 22:02,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-base
690710 Issue 2 — HCO Bulletin — Exteriorization Remedy  [B042-105].txt,580,16-10-24 22:02,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
600826 — HCO Bulletin — Regimen Two  [B141-041].txt,2382,16-10-24 22:02,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
710914 Issue 5 — HCO Bulletin — Solo Auditors Rights  [B045-047].txt,6747,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
800622 — HCO Bulletin — Int RD Correction List Words  [B082-017].txt,2891,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
671008 — HCO Bulletin — Clear Checks and Re-Clear Checks  [B041-032].txt,4731,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
591016 — HCO Bulletin — List of Association Secretaries and HCO Personnel  [B023-227].txt,3470,16-10-24 22:02,0.0013,0.9987,Wahrscheinlich Nicht-LRH,roberta-base
651130 — HCO Bulletin — Library Record of Levels  [B156-004].txt,45635,16-10-24 22:02,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-base
700126 — HCO Bulletin — Re - R3R  [B010-009].txt,2367,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"710305 — HCO Bulletin — Fantastic New HGC Line, The  [B044-018].txt",13303,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
"610607 — HCO Bulletin — Academy Schedule, Clarification Of  [B037-039].txt",6821,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
720207 Issue 2 — HCO Bulletin — Method 3 Word Clearing by the Student's Twin  [B012-021].txt,3577,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
850501 — HCO Bulletin — Honesty and Case Gain  [B108-002].txt,2597,16-10-24 22:02,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-base
631017 — HCO Technical Form — R-2C Slow Assessment by Dynamics  [B003-076].txt,10694,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
591203 — HCO Bulletin — Use of the American Personality - Oxford Capacity Analyses in Determining Processes to Be Run  [B139-020].txt,4057,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
650727 — HCO Bulletin — Auditing by Lists  [B005-022].txt,2875,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
801112 Issue 1R — HCO Bulletin — Case Supervisor Correction List  [B079-012].txt,8990,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"720610 Issue 6 — HCO Bulletin — L3B Rundown - Dianetics Track Repair, The  [B049-058].txt",2888,16-10-24 22:02,0.0004,0.9996,Wahrscheinlich Nicht-LRH,roberta-base
620721 — HCO Bulletin — Instant Reads  [B002-049].txt,1333,16-10-24 22:02,0.0021,0.9979,Wahrscheinlich Nicht-LRH,roberta-base
590203 — HCO Bulletin — Flattening a Process  [B133-007].txt,440,16-10-24 22:02,0.9634,0.0366,Wahrscheinlich LRH,roberta-base
730108 — HCO Bulletin — Study and Education - Tape Amendment  [B143-013].txt,1309,16-10-24 22:02,0.1778,0.8222,Wahrscheinlich Nicht-LRH,roberta-base
591022 — HCO Bulletin — Secrets of Success  [B133-065].txt,6375,16-10-24 22:02,0.0242,0.9758,Wahrscheinlich Nicht-LRH,roberta-base
690427 Issue 2 — HCO Bulletin — Dianetic Failures  [B075-025].txt,1430,16-10-24 22:02,0.0035,0.9965,Wahrscheinlich Nicht-LRH,roberta-base
720616 — HCO Bulletin — Auditor's Rights Modified  [B012-127].txt,3179,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"650929 Issue 2 — HCO Bulletin — Continuing Overt Act, The  [B119-004].txt",5188,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"590317 — HCO Bulletin — Insanity Questionnaire, An  [B113-004].txt",1418,16-10-24 22:02,0.3164,0.6836,Wahrscheinlich Nicht-LRH,roberta-base
690426 — HCO Bulletin — Bad Indicators  [B075-022].txt,1610,16-10-24 22:02,0.0023,0.9977,Wahrscheinlich Nicht-LRH,roberta-base
"571102RA — HCO Bulletin — Objective Rundown, An  [B053-017].txt",3002,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
"621206 — HCO Bulletin — R2-10, R2-12, 3GAXX-Data - The Zero A Steps and Purpose of Processes  [B038-074].txt",8553,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
"690524 — HCO Bulletin — Difficult Case, The  [B042-078].txt",2593,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
640710 — HCO Bulletin — Overts - Order of Effectiveness in Processing  [B147-006].txt,7796,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
560920 — HCO Processing Sheet — HCO Processing Sheet  [B033-018].txt,13352,16-10-24 22:02,0.1411,0.8589,Wahrscheinlich Nicht-LRH,roberta-base
681109 — HCO Bulletin — Clearing Commands - All Levels  [B070-018].txt,612,16-10-24 22:02,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
561114 — HCO Bulletin — Reorganization Washington Operation  [B020-028].txt,8049,16-10-24 22:02,0.0052,0.9948,Wahrscheinlich Nicht-LRH,roberta-base
561015 — HCO Bulletin — Summary Research Project  [B144-001].txt,1543,16-10-24 22:02,0.0040,0.9960,Wahrscheinlich Nicht-LRH,roberta-base
590723 — HCO Bulletin — Field Activities  [B023-118].txt,7263,16-10-24 22:02,0.0029,0.9971,Wahrscheinlich Nicht-LRH,roberta-base
610623 — HCO Bulletin — Running CCHs  [B028-035].txt,1251,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
790821 — HCO Bulletin — Twinning  [B165-024].txt,24575,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
840120 — HCO Bulletin — HRD Precepts Assessment List  [B107-005].txt,2312,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
660205 Issue 2 — HCO Bulletin — ''Letting the PC Itsa'' - The Properly Trained Auditor  [B120-002].txt,5706,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
"600425 — HCO Bulletin — Good Session, A  [B139-071].txt",2397,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
600211 — HCO Bulletin — Create and Confront  [B168-025].txt,5707,16-10-24 22:02,0.0017,0.9983,Wahrscheinlich Nicht-LRH,roberta-base
600412 — HCO Bulletin — Hubbard Apprentice Scientologist  [B139-065].txt,1614,16-10-24 22:02,0.0807,0.9193,Wahrscheinlich Nicht-LRH,roberta-base
710908 — HCO Bulletin — Birth Control Pills  [B045-043].txt,991,16-10-24 22:02,0.0035,0.9965,Wahrscheinlich Nicht-LRH,roberta-base
630904 — HCO Bulletin — Assessment TR  [B003-060].txt,2818,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
621204 — HCO Bulletin — Routine 2-12 - List One - Issue 3 - The Scientology List  [B002-091].txt,1775,16-10-24 22:02,0.9832,0.0168,Wahrscheinlich LRH,roberta-base
630308 — HCO Bulletin — Use of the Big Middle Rudiments  [B153-004].txt,1600,16-10-24 22:02,0.0012,0.9988,Wahrscheinlich Nicht-LRH,roberta-base
600805 — HCO Bulletin — Sticking to the Rundown - Or - When All Else Fails Try Doing What Ron Says  [B036-118].txt,2841,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
591228 — HCO Bulletin — Scientology in Singapore  [B133-073].txt,1989,16-10-24 22:02,0.1439,0.8561,Wahrscheinlich Nicht-LRH,roberta-base
710319 — HCO Bulletin — List L1C  [B044-032].txt,2297,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
580125 — HCO Bulletin — Reviewing Week's Profiles  [B022-010].txt,570,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600307 — HCO Bulletin — Why Pin Time  [B024-068].txt,4337,16-10-24 22:02,0.0016,0.9984,Wahrscheinlich Nicht-LRH,roberta-base
"700824 — HCO Bulletin — Recommended Program for Rehabilitation of Drug and Alcohol Cases, A  [B010-102].txt",9686,16-10-24 22:02,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
570603 — HCO Bulletin — Explanation of Aberrative Character of Radiation  [B021-027].txt,1558,16-10-24 22:02,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-base
590228 — HCO Bulletin — Clearing Commands  [B133-017].txt,606,16-10-24 22:02,0.6181,0.3819,Wahrscheinlich LRH,roberta-base
710619 Issue 3 — HCO Bulletin — Study Definitions for the TR Course  [B011-085].txt,7669,16-10-24 22:02,0.0078,0.9922,Wahrscheinlich Nicht-LRH,roberta-base
690511 — HCO Bulletin — Meter Trim Check  [B042-060].txt,1217,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
620927 — HCO Bulletin — Dream Come True  [B002-069].txt,599,16-10-24 22:02,0.0489,0.9511,Wahrscheinlich Nicht-LRH,roberta-base
711024RA — HCO Bulletin — False TA  [B058-011].txt,11348,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
700602 — HCO Bulletin — Floating Needles  [B076-022].txt,1072,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
600204 — HCO Bulletin — Subject Matter for Infraction Sheets - All Processional Level Scientology Courses  [B036-028].txt,978,16-10-24 22:02,0.0027,0.9973,Wahrscheinlich Nicht-LRH,roberta-base
710519 — HCO Bulletin — High TAs are Overruns + Int RD Handling  [B078-036].txt,6206,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
600505 — HCO Bulletin — Help  [B036-081].txt,15404,16-10-24 22:02,0.0020,0.9980,Wahrscheinlich Nicht-LRH,roberta-base
700619 Issue 2 — HCO Bulletin — Chart of Human Evaluation  [B010-063].txt,3532,16-10-24 22:02,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
710719 — HCO Bulletin — Interns  [B055-023].txt,5572,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
720409 Issue 07 — HCO Bulletin — Clearing List Words in Scientology - CS Series 53RRR  [B049-013].txt,1603,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
700620 — HCO Bulletin — Summary Report  [B094-017].txt,1223,16-10-24 22:02,0.0015,0.9985,Wahrscheinlich Nicht-LRH,roberta-base
601006 — HCO Bulletin — Thirty-Six New Presessions  [B114-036].txt,7641,16-10-24 22:02,0.0010,0.9990,Wahrscheinlich Nicht-LRH,roberta-base
651105 — HCO Bulletin — Five-Way Bracket on Help  [B031-030].txt,464,16-10-24 22:02,0.0330,0.9670,Wahrscheinlich Nicht-LRH,roberta-base
640629 — HCO Bulletin — Central Org and Field Auditor Targets  [B004-017].txt,11721,16-10-24 22:02,0.0019,0.9981,Wahrscheinlich Nicht-LRH,roberta-base
610406 — HCO Bulletin — SOP Goals - Goals Assessment Problems Sorted Out  [B161-008].txt,3497,16-10-24 22:02,0.0044,0.9956,Wahrscheinlich Nicht-LRH,roberta-base
711023 Issue 4 — HCO Bulletin — Master Personnel Programming Tally Sheet  [B011-208].txt,679,16-10-24 22:02,0.0041,0.9959,Wahrscheinlich Nicht-LRH,roberta-base
"690519 — HCO Bulletin — Health Form, Use Of - A Brief Description of Auditing  [B042-070].txt",6812,16-10-24 22:02,0.0009,0.9991,Wahrscheinlich Nicht-LRH,roberta-base
671128 — HCO Bulletin — Key S & D Question  [B069-009].txt,293,16-10-24 22:02,0.0090,0.9910,Wahrscheinlich Nicht-LRH,roberta-base
720813 — HCO Bulletin — Fast Flow Training  [B012-140].txt,3756,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
590929 — HCO Bulletin — ''Coaxing the Subconscious''  [B035-144].txt,1908,16-10-24 22:02,0.1198,0.8802,Wahrscheinlich Nicht-LRH,roberta-base
711009 Issue 2 — HCO Bulletin — Drills Course for Auditors - Level 0 Drills  [B046-011].txt,34042,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
580201 — HCO Bulletin — Clearing of Fields  [B022-013].txt,4857,16-10-24 22:02,0.0011,0.9989,Wahrscheinlich Nicht-LRH,roberta-base
691115 Issue 1 — HCO Bulletin — Case Supervision - Auditing and Results  [B075-088].txt,3918,16-10-24 22:02,0.0006,0.9994,Wahrscheinlich Nicht-LRH,roberta-base
840118 — HCO Bulletin — How to Audit the HRD  [B057-035].txt,10938,16-10-24 22:02,0.0007,0.9993,Wahrscheinlich Nicht-LRH,roberta-base
630809 — HCO Bulletin — Definition of Release  [B137-003].txt,510,16-10-24 22:02,0.3247,0.6753,Wahrscheinlich Nicht-LRH,roberta-base
710916 — HCO Bulletin — Intern Training Supervisor - Faults and Tips  [B011-166].txt,7954,16-10-24 22:02,0.0005,0.9995,Wahrscheinlich Nicht-LRH,roberta-base
641106 — HCO Bulletin — Styles of Auditing  [B004-037].txt,21025,16-10-24 22:02,0.0008,0.9992,Wahrscheinlich Nicht-LRH,roberta-base
