Dateiname,Unbekannte_Wörter,Wortfragmente,Wortanzahl,Entscheidung,Unbekannte_Wörter_Anzahl,Wortfragmente_Anzahl,Dateigröße_Bytes
"571102RA — HCO Bulletin — Objective Rundown, An  [B127-007].txt",2.42%,0.40%,495,Geeignet,12,2,2998
580425 — HCO Bulletin — Hat Folders  [B022-042].txt,2.42%,0.40%,248,Geeignet,6,1,1412
690406 — HCO Bulletin — Fundamental Auditing  [B009-029].txt,2.42%,0.30%,993,Geeignet,24,3,5910
761028 — HCO Bulletin — Auditing Folders - Omissions in Completeness  [B100-008].txt,2.42%,0.32%,619,Geeignet,15,2,3525
841108 — HCO Bulletin — Security Checker Beingness  [B057-068].txt,2.42%,0.25%,785,Geeignet,19,2,4604
710906 — HCO Bulletin — Correct Sequence - Qualifications of Word Clearers  [B045-041].txt,2.42%,0.45%,662,Geeignet,16,3,3757
591204 — HCO Bulletin — Allowed Processes 1st Melbourne ACC  [B023-272].txt,2.43%,0.00%,370,Geeignet,9,0,2286
690520 Issue 2 — HCO Bulletin — Dianetics  [B075-045].txt,2.43%,0.24%,1643,Geeignet,40,4,9441
680119 — HCO Bulletin — S & Ds - S & Ds by Button  [B008-008].txt,2.43%,1.46%,618,Geeignet,15,9,3287
621001 — HCO Bulletin — 3GA - Listing by Tiger Buttons - 114 New Lines for Listing  [B029-043].txt,2.43%,0.09%,1153,Geeignet,28,1,6338
"600304 — HCO Bulletin — Marriage Co-Audit, A  [B024-067].txt",2.43%,0.41%,493,Geeignet,12,2,2878
801023 — HCO Bulletin — Chart of Abilities Gained for Lower Levels and Expanded Lower Grades  [B174-001].txt,2.43%,0.11%,947,Geeignet,23,1,5808
690509 Issue 2 — HCO Bulletin — Case Supervisor Forms  [B075-037].txt,2.43%,0.35%,288,Geeignet,7,1,1669
700302 — HCO Bulletin — List L1A  [B165-056].txt,2.43%,0.00%,247,Geeignet,6,0,1584
610417 — HCO Bulletin — Training Drills Modernized  [B028-021].txt,2.43%,0.04%,2346,Geeignet,57,1,13774
"721102 — HCO Bulletin — Auditor Admin Series for Use by All Auditors, The  [B050-039].txt",2.44%,0.89%,450,Geeignet,11,4,2859
680603 — HCO Bulletin — ARC Break Program at Saint Hill  [B008-020].txt,2.44%,0.18%,2252,Geeignet,55,4,12510
710703R — HCO Bulletin — Auditing by Lists  [B079-046].txt,2.44%,0.23%,1313,Geeignet,32,3,6916
600623 — HCO Horticultural Bulletin — Fifth Dynamic Research  [B024-159].txt,2.44%,1.15%,780,Geeignet,19,9,4659
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B027-015].txt,2.44%,0.07%,1477,Geeignet,36,1,8311
691012 — HCO Bulletin — Dianetic Triples Plural Item  [B159-051].txt,2.44%,0.00%,123,Geeignet,3,0,688
780715R — HCO Bulletin — Scientology Auditing CS-1  [B174-008].txt,2.44%,0.15%,2011,Geeignet,49,3,11445
840605 — HCO Bulletin — False Purpose Rundown  [B057-054].txt,2.44%,0.31%,655,Geeignet,16,2,4028
790807 — HCO Bulletin — False Data Stripping  [B103-008].txt,2.44%,0.00%,4501,Geeignet,110,0,25501
711022 Issue 2 — HCO Bulletin — Assists for Injuries  [B011-203].txt,2.44%,0.24%,410,Geeignet,10,1,2228
"610612 — HCO Bulletin — Rising Needle - Skip It!, The  [B001-055].txt",2.44%,0.00%,533,Geeignet,13,0,3116
630429 — HCO Bulletin — Routine 3 - Directive Listing - Listing Liabilities  [B063-019].txt,2.45%,0.35%,1429,Geeignet,35,5,7546
700220 — HCO Bulletin — Floating Needles and End Phenomena  [B043-018].txt,2.45%,0.09%,1143,Geeignet,28,1,6366
600317 — HCO Bulletin — Standardized Sessions  [B027-023].txt,2.45%,0.08%,1265,Geeignet,31,1,7562
690427 Issue 2 — HCO Bulletin — Dianetic Failures  [B075-025].txt,2.45%,0.00%,245,Geeignet,6,0,1430
690508 — HCO Bulletin — Repetitive Study  [B009-066].txt,2.45%,0.00%,163,Geeignet,4,0,1029
"611109 — HCO Bulletin — Problems Intensive - Use of the Prior Confusion, The  [B001-095].txt",2.45%,0.00%,775,Geeignet,19,0,4614
710719 — HCO Bulletin — Interns  [B060-004].txt,2.45%,0.88%,1021,Geeignet,25,9,5556
830910 — HCO Bulletin — PTSness and Disconnection  [B061-056].txt,2.45%,0.11%,1755,Geeignet,43,2,10519
"790716 — HCO Bulletin — ''Elusive'' Mis-U or Crashing Mis-U, The  [B169-003].txt",2.45%,0.56%,899,Geeignet,22,5,5016
600218 — HCO Bulletin — How to Run O-W and Responsibility  [B114-005].txt,2.45%,0.07%,1513,Geeignet,37,1,8497
620810 — HCO Bulletin — How It Feels to Go Clear  [B002-053].txt,2.45%,1.15%,693,Geeignet,17,8,3729
820320R — HCO Bulletin — Standards  [B106-004].txt,2.45%,0.00%,204,Geeignet,5,0,1183
590819 — HCO Bulletin — How to Handle Work  [B035-098].txt,2.45%,0.31%,653,Geeignet,16,2,3283
701128 — HCO Bulletin — Psychosis  [B010-135].txt,2.45%,0.07%,1508,Geeignet,37,1,8850
"611102 — HCO Bulletin — Prior Confusion, The  [B001-094].txt",2.46%,0.00%,284,Geeignet,7,0,1703
720419 — HCO Bulletin — ''Quickie'' Defined  [B012-088].txt,2.46%,0.00%,733,Geeignet,18,0,4234
601120 — HCO Bulletin — HAS Co-Audit Ended  [B027-085].txt,2.46%,0.29%,691,Geeignet,17,2,4113
"701027 — HCO Bulletin — Intention of the Student, The  [B043-113].txt",2.46%,0.41%,244,Geeignet,6,1,1451
610519 — HCO Bulletin — Assessment Data  [B037-034].txt,2.46%,0.27%,731,Geeignet,18,2,4100
"690429 — HCO Bulletin — Scientific Treatment of the Insane, The  [B036-078].txt",2.46%,0.20%,976,Geeignet,24,2,5798
740318R — HCO Bulletin — E-Meters - Sensitivity Errors  [Misc03-025-6].txt,2.46%,0.00%,568,Geeignet,14,0,3201
690722 Issue 2 — HCO Bulletin — High TA Assessment  [B009-133].txt,2.46%,0.38%,528,Geeignet,13,2,2847
631008 — HCO Bulletin — How to Get TA - Analyzing Auditing  [B137-005].txt,2.46%,0.17%,1181,Geeignet,29,2,6505
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B036-074].txt,2.46%,0.15%,650,Geeignet,16,1,3729
650116 — HCO Bulletin — Scientology VI - End Word Form  [B168-034].txt,2.46%,0.35%,284,Geeignet,7,1,1587
790823 Issue 3R — HCO Bulletin — Debug Tech  [B103-010].txt,2.46%,0.13%,3787,Geeignet,93,5,21871
700126 — HCO Bulletin — Examiner and Floating Needle  [B076-002].txt,2.46%,0.00%,284,Geeignet,7,0,1599
700826R — HCO Bulletin — Incomplete Cases  [B058-006].txt,2.46%,0.35%,853,Geeignet,21,3,4796
770124 — HCO Bulletin — Tech Correction Roundup  [B101-005].txt,2.46%,0.09%,7844,Geeignet,193,7,44597
630729 — HCO Bulletin — Saint Hill Special Briefing Course - Training Drills  [B153-036].txt,2.46%,0.13%,1503,Geeignet,37,2,8297
"690712 Issue 3 — HCO Bulletin — PC Who Has Something That Hasn't Been Handled, The  [B009-122].txt",2.46%,1.48%,203,Geeignet,5,3,1172
650927 — HCO Bulletin — Release Gradation - Additional Data  [B005-035].txt,2.46%,0.89%,1463,Geeignet,36,13,8396
601120 — HCO Bulletin — HAS Co-Audit Ended  [B036-172].txt,2.46%,0.00%,692,Geeignet,17,0,4103
600225 — HCO Bulletin — Scientology Can Have a Group Win  [B024-058].txt,2.46%,0.25%,812,Geeignet,20,2,4769
"730120R — HCO Bulletin — Red Tag Line, The  [B097-003].txt",2.46%,0.30%,1342,Geeignet,33,4,7108
591105 — HCO Bulletin — Scientology Games for Children  [B035-173].txt,2.46%,0.78%,895,Geeignet,22,7,5142
790203 Issue 1R — HCO Bulletin — Change the Civilization Eval  [B103-001].txt,2.46%,0.41%,1221,Geeignet,30,5,7438
590605 — HCO Bulletin — Being Cause over Posts  [B035-055].txt,2.46%,0.18%,568,Geeignet,14,1,3182
"631017 — HCO Bulletin — R-2C Slow Assessment by Dynamics - Directions for Use of HCO Technical Form of October 17, AD13  [B153-055].txt",2.46%,0.26%,773,Geeignet,19,2,4168
640817 — HCO Bulletin — R6 Co-Auditing - The Processing of End Words Only  [B168-035].txt,2.47%,0.27%,364,Geeignet,9,1,1955
610616 — HCO Bulletin — CCHs and Routine 1  [B154-016].txt,2.47%,0.31%,324,Geeignet,8,1,1812
630215 — HCO Bulletin — R2 - R3 - Listing Rules  [B153-002].txt,2.47%,1.23%,972,Geeignet,24,12,5107
640420 — HCO Bulletin — Model Session - Levels III to VI  [B147-001].txt,2.47%,0.09%,1091,Geeignet,27,1,6186
630804 — HCO Bulletin — E-Meter Errors - Communication Cycle Error  [B039-039].txt,2.47%,0.40%,1495,Geeignet,37,6,8133
710207 — HCO Bulletin — Administrative Training Drills - Admin TRs  [B011-009].txt,2.47%,0.09%,4292,Geeignet,106,4,25825
600115 — HCO Bulletin — PAB Mailings  [B036-009].txt,2.47%,2.47%,81,Geeignet,2,2,563
591112 — HCO Bulletin — Acknowledgements in Auditing  [B071-040].txt,2.47%,0.41%,486,Geeignet,12,2,2891
720905 — HCO Bulletin — High Crime Checkouts  [B012-154].txt,2.47%,0.99%,1214,Geeignet,30,12,6643
"601026 — HCO Bulletin — Auditing Win, An  [B027-077].txt",2.47%,0.82%,243,Geeignet,6,2,1447
690712 Issue 4 — HCO Bulletin — Starting Dianetics on PCs Who Have Had Scientology Auditing  [B009-123].txt,2.47%,0.62%,162,Geeignet,4,1,896
600602 — HCO Bulletin — Dynamic Assessment on Help  [B036-097].txt,2.47%,0.14%,1415,Geeignet,35,2,7792
600527 Issue 2 — HCO Bulletin — 'Dear Scientologist'  [B024-145].txt,2.47%,0.22%,889,Geeignet,22,2,5075
"710901 Issue 1 — HCO Bulletin — CS as a Training Officer - A Program for Flubless Auditing, A  [B011-148].txt",2.47%,0.29%,2795,Geeignet,69,8,15731
840608 — HCO Bulletin — Clearing Justifications  [B107-011].txt,2.47%,0.53%,567,Geeignet,14,3,3370
840605 — HCO Bulletin — False Purpose Rundown  [B062-041].txt,2.47%,0.31%,647,Geeignet,16,2,3975
590921 — HCO Bulletin — Two Paper Tricks  [B035-133].txt,2.47%,0.45%,446,Geeignet,11,2,2504
610406 Issue 2 — HCO Bulletin — SOP Goals - Repairing a Case  [B154-003].txt,2.47%,0.00%,324,Geeignet,8,0,1815
"590921 — HCO Bulletin — Idea for Promotion, An  [B035-132].txt",2.47%,0.45%,446,Geeignet,11,2,2504
611107 — HCO Bulletin — Routine 3A  [B028-049].txt,2.47%,0.69%,729,Geeignet,18,5,4170
"601026 — HCO Bulletin — Auditing Win, An  [B140-038].txt",2.47%,0.82%,243,Geeignet,6,2,1447
620908 — HCO Bulletin — 3GA - To Be Goals Line Listing  [B038-058].txt,2.47%,0.21%,485,Geeignet,12,1,2653
700530 — HCO Bulletin — Interiorization Intensive - Two-Way Comm  [B010-051].txt,2.47%,0.00%,486,Geeignet,12,0,2685
630804 — HCO Bulletin — E-Meter Errors - Communication Cycle Error  [B153-039].txt,2.48%,0.13%,1490,Geeignet,37,2,8108
"710523 Issue 05R — HCO Bulletin — Communication Cycle in Auditing, The  [B052-066].txt",2.48%,0.16%,645,Geeignet,16,1,3700
590923 — HCO Bulletin — Poem by Kathy Talent  [B023-184].txt,2.48%,0.71%,564,Geeignet,14,4,3349
830308 — HCO Bulletin — Handling PTS Situations  [B057-018].txt,2.48%,0.13%,765,Geeignet,19,1,4160
581027 — HCO Bulletin — How to Read Profiles on APA - Comparing Current Week Profile with Week Before  [B084-025].txt,2.48%,1.86%,161,Geeignet,4,3,1031
600519 — HCO Bulletin — How Help Became Betrayal  [B141-026].txt,2.48%,0.65%,927,Geeignet,23,6,5208
690710 — HCO Bulletin — Stenographic Auditing  [B042-104].txt,2.48%,0.31%,322,Geeignet,8,1,1827
660209 — HCO Bulletin — Release Grades  [B006-006].txt,2.48%,0.35%,564,Geeignet,14,2,3293
730810 — HCO Bulletin — PTS Handling  [B051-065].txt,2.48%,0.22%,1811,Geeignet,45,4,10174
630220 — HCO Bulletin — Routine 2 & 3 Model Session  [B153-003].txt,2.49%,0.09%,1165,Geeignet,29,1,6521
690623 — HCO Bulletin — FN  [B042-096].txt,2.49%,0.00%,563,Geeignet,14,0,2985
650407 — HCO Bulletin — Premature Acknowledgements  [B005-009].txt,2.49%,0.00%,442,Geeignet,11,0,2618
590925 — HCO Bulletin — HAS Co-Audit  [B035-140].txt,2.49%,0.00%,362,Geeignet,9,0,2023
600526 — HCO Bulletin — Security Checks  [B027-050].txt,2.49%,0.23%,885,Geeignet,22,2,4992
630804 — HCO Bulletin — E-Meter Errors - Communication Cycle Error  [B003-051].txt,2.49%,0.13%,1486,Geeignet,37,2,8048
"691017 — HCO Bulletin — Drugs, Aspirin and Tranquilizers  [B042-147].txt",2.49%,0.00%,1207,Geeignet,30,0,7023
"600331 — HCO Bulletin — Present Time Problem, The  [B027-026].txt",2.49%,0.31%,1287,Geeignet,32,4,7242
580124 — HCO Bulletin — Subject - Outline of the Activities of the HCO Office of L. Ron Hubbard  [B034-008].txt,2.49%,0.00%,402,Geeignet,10,0,2521
700527 — HCO Bulletin — Unrewarding Questions and Items  [B010-049].txt,2.49%,0.55%,724,Geeignet,18,4,3938
720315 — HCO Bulletin — False TA Addition 2  [B048-023].txt,2.49%,0.36%,281,Geeignet,7,1,1492
600224 — HCO Bulletin — Open Evening in South Africa  [B036-041].txt,2.49%,0.93%,321,Geeignet,8,3,1790
"640908 — HCO Bulletin — Overts, What Lies Behind Them  [B040-030].txt",2.49%,0.50%,402,Geeignet,10,2,2306
650407 — HCO Bulletin — Premature Acknowledgements  [B040-053].txt,2.49%,0.00%,442,Geeignet,11,0,2613
690312 — HCO Bulletin — Auditors Report - Triple Grades  [B009-022].txt,2.49%,0.28%,362,Geeignet,9,1,1992
600512 — HCO Bulletin — Help Processing  [B024-137].txt,2.49%,0.31%,964,Geeignet,24,3,5385
"660927 — HCO Bulletin — Anti-Social Personality - The Anti-Scientologist, The  [B041-020].txt",2.49%,0.16%,3049,Geeignet,76,5,18955
690527 — HCO Bulletin — Earlier Similar  [B042-083].txt,2.49%,0.41%,241,Geeignet,6,1,1527
700715 — HCO Bulletin — Unresolved Pains  [B094-019].txt,2.50%,0.23%,881,Geeignet,22,2,5006
730610 Issue 1RA — HCO Bulletin — Cramming  [B052-032].txt,2.50%,0.50%,200,Geeignet,5,1,1171
700826R — HCO Bulletin — Incomplete Cases  [B055-014].txt,2.50%,0.36%,841,Geeignet,21,3,4719
640219 — HCO Bulletin — Scientology V  [B066-003].txt,2.50%,0.25%,800,Geeignet,20,2,4701
690525 — HCO Bulletin — High TA Assessment  [B042-080].txt,2.50%,0.19%,520,Geeignet,13,1,2760
690427 — HCO Bulletin — R3R Restated - Commands on Second Run on an Incident  [B042-041].txt,2.50%,0.45%,440,Geeignet,11,2,2410
630604 — HCO Bulletin — Routine 3 - Handling GPMs  [B153-021].txt,2.50%,0.59%,1523,Geeignet,38,9,8374
590721 — HCO Bulletin — HGC Allowed Processes  [B145-007].txt,2.50%,0.47%,639,Geeignet,16,3,3672
630323 — HCO Bulletin — Clear & OT  [B039-011].txt,2.50%,0.14%,721,Geeignet,18,1,3975
571130 — HCO Bulletin — Alternate Clear Sheet  [B021-073].txt,2.50%,0.09%,1080,Geeignet,27,1,6050
681014 Issue 2 — HCO Bulletin — Definition of Recall  [B041-089].txt,2.50%,0.83%,120,Geeignet,3,1,750
591105 — HCO Bulletin — Scientology Games for Children  [B023-258].txt,2.51%,0.26%,756,Geeignet,19,2,4381
"640908 — HCO Bulletin — Overts, What Lies Behind Them  [B030-019].txt",2.51%,0.25%,399,Geeignet,10,1,2285
630308 — HCO Bulletin — Use of the Big Middle Rudiments  [B153-004].txt,2.51%,0.72%,279,Geeignet,7,2,1600
710526 — HCO Bulletin — TRs Course and Auditing - Mixing Major Actions  [B142-037].txt,2.51%,0.00%,1036,Geeignet,26,0,5467
720420 — HCO Bulletin — Suppressed PCs and PTS Tech  [B049-026].txt,2.51%,0.00%,279,Geeignet,7,0,1624
820711 Issue 2 — HCO Bulletin — Questionable Auditing  [B057-011].txt,2.51%,0.00%,239,Geeignet,6,0,1331
"810404 — HCO Bulletin — Biochemical Personality, The  [B105-004].txt",2.51%,0.10%,2864,Geeignet,72,3,17363
700126 — HCO Bulletin — Exterior and Sec Checks  [B043-009].txt,2.51%,0.94%,319,Geeignet,8,3,1854
600512 — HCO Bulletin — Help Processing  [B141-024].txt,2.51%,0.37%,1076,Geeignet,27,4,6048
"600107 — HCO Bulletin — Unmoving Case, The  [B139-027].txt",2.51%,0.12%,837,Geeignet,21,1,4738
641211 — HCO Bulletin — Processes  [B088-015].txt,2.51%,0.05%,1912,Geeignet,48,1,10389
720409 Issue 09 — HCO Bulletin — Clearing List Words in Scientology - L1X Hi-Lo TA List Revised  [B049-015].txt,2.51%,1.43%,279,Geeignet,7,4,1836
640707 — HCO Bulletin — Justifications  [B030-006].txt,2.52%,0.56%,357,Geeignet,9,2,2003
590827 — HCO Bulletin — 'The following is an extract from a memo written by Jack Parkhouse...'  [B023-144].txt,2.52%,0.26%,755,Geeignet,19,2,4177
630728 — HCO Bulletin — Time and the Tone Arm  [B003-049].txt,2.52%,0.47%,1703,Geeignet,43,8,9289
590726 — HCO Bulletin — HGC Regimen  [B035-085].txt,2.52%,0.00%,238,Geeignet,6,0,1372
"590521 — HCO Bulletin — HGC Allowed Processes and ACC Processes as of 21 May, 1959  [B023-082].txt",2.52%,0.54%,556,Geeignet,14,3,3244
590909 — HCO Bulletin — Magazine Article  [B035-125].txt,2.52%,0.36%,278,Geeignet,7,1,1580
650927 — HCO Bulletin — Release Gradation - Additional Data  [B083-001].txt,2.52%,0.82%,1466,Geeignet,37,12,8433
641210 — HCO Bulletin — Listen-Style Auditing  [B088-013].txt,2.52%,0.00%,1707,Geeignet,43,0,9708
"600407 — HCO Bulletin — New Summary of Auditing, A  [B139-063].txt",2.52%,0.09%,2223,Geeignet,56,2,12356
810824 — HCO Bulletin — How to Write a Cramming Order Cramming  [B105-006].txt,2.52%,0.29%,1390,Geeignet,35,4,8190
611123 — HCO Bulletin — Auxiliary Prehav 3D Scale  [B161-027].txt,2.52%,0.34%,595,Geeignet,15,2,3870
601202 — HCO Bulletin — Scientology in a School  [B027-090].txt,2.52%,1.40%,714,Geeignet,18,10,3511
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B043-102].txt",2.52%,0.16%,3140,Geeignet,79,5,17767
580509 — HCO Bulletin — Who Should Take Which Class  [B034-036].txt,2.53%,0.00%,79,Geeignet,2,0,504
"690207 — HCO Bulletin — Body Communication Process (Corrected), The  [B009-013].txt",2.53%,0.32%,948,Geeignet,24,3,5708
621006 — HCO Bulletin — What an Auditor Is  [B038-065].txt,2.53%,0.24%,830,Geeignet,21,2,4546
611123 — HCO Bulletin — Meter Reading  [B037-073].txt,2.53%,0.13%,751,Geeignet,19,1,4383
"600107 — HCO Bulletin — Unmoving Case, The  [B027-003].txt",2.53%,0.12%,830,Geeignet,21,1,4648
620704 — HCO Bulletin — Bulletin Changes (Changes in Model Session...)  [B160-017].txt,2.53%,0.24%,830,Geeignet,21,2,4694
720420 Issue 2 — HCO Bulletin — Product Purpose and Why and WC Error Correction  [B096-020].txt,2.53%,0.00%,792,Geeignet,20,0,4448
600308 — HCO Bulletin — 'The fine poems of Julian Cooper...'  [B024-069].txt,2.53%,0.00%,79,Geeignet,2,0,465
650921 — HCO Bulletin — Out-Tech  [B005-033].txt,2.53%,0.46%,435,Geeignet,11,2,2401
730505 — HCO Bulletin — R-Factor for New Staff on Integrity Processing Form 1  [B051-030].txt,2.53%,2.89%,277,Geeignet,7,8,1661
700103 — HCO Bulletin — Triple Errors in Dianetics  [B010-001].txt,2.53%,0.00%,237,Geeignet,6,0,1255
"840116R — HCO Bulletin — Happiness Rundown, The  [B107-002].txt",2.53%,0.69%,1306,Geeignet,33,9,7681
"700929 — HCO Bulletin — HCO Bulletin of December 4, 1957 - (Re - Clear Procedure)  [B127-010].txt",2.53%,0.13%,3157,Geeignet,80,4,17813
600616 — HCO Bulletin — Calling All Auditors about Help  [B036-102].txt,2.53%,0.45%,672,Geeignet,17,3,3890
710717 — HCO Bulletin — Out of Valence  [B011-115].txt,2.53%,0.25%,395,Geeignet,10,1,2173
690528 Issue 2 — HCO Bulletin — Dianetics and Results - Dianetic Counseling Groups  [B042-085].txt,2.53%,0.27%,752,Geeignet,19,2,4345
620830 — HCO Bulletin — Order of Prepcheck Buttons  [B038-052].txt,2.53%,0.63%,158,Geeignet,4,1,1065
700828 — HCO Bulletin — HC Outpoint-Pluspoint Lists  [B010-104].txt,2.53%,0.13%,790,Geeignet,20,1,5685
710212 Issue 2 — HCO Bulletin — Training of HGC Auditors in Qual  [B044-015].txt,2.53%,0.46%,868,Geeignet,22,4,4958
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B134-005].txt,2.54%,0.56%,354,Geeignet,9,2,2051
710625R — HCO Bulletin — Barriers to Study  [B165-028].txt,2.54%,0.44%,1140,Geeignet,29,5,6717
720412 — HCO Bulletin — Further Definition of Scientology Terms Contained in the Student Hat and Not Elsewhere Defined  [B049-020].txt,2.54%,0.79%,1653,Geeignet,42,13,10411
640814 — HCO Bulletin — Model Session - Levels III to VI  [B004-025].txt,2.54%,0.19%,1064,Geeignet,27,2,6037
710719 — HCO Bulletin — Interns  [B055-023].txt,2.54%,0.88%,1025,Geeignet,26,9,5572
630308 — HCO Bulletin — Use of the Big Middle Rudiments  [B039-007].txt,2.54%,0.36%,276,Geeignet,7,1,1632
580328 — HCO Bulletin — Only Organization Offices Can Certify Clears  [B022-032].txt,2.54%,0.42%,236,Geeignet,6,1,1432
710825 — HCO Bulletin — How to Get Results in an HGC  [B012-169].txt,2.54%,0.55%,1456,Geeignet,37,8,8259
630520 — HCO Bulletin — Routine 3N - Proper Programming - Fast Blowing RIs  [B063-025].txt,2.54%,0.14%,708,Geeignet,18,1,4018
600331 — HCO Bulletin — Electrode Improvement Tip  [B139-057].txt,2.54%,0.72%,276,Geeignet,7,2,1601
690511 Issue 2 — HCO Bulletin — Forcing a PC  [B042-146].txt,2.54%,0.00%,118,Geeignet,3,0,632
600414 — HCO Bulletin — New PE Data  [B065-015].txt,2.54%,0.28%,708,Geeignet,18,2,4116
691003 — HCO Bulletin — Dianetic Remedies  [B159-047].txt,2.55%,0.10%,1018,Geeignet,26,1,5792
