Dateiname,Dateigröße,Datum,albert-base-v2,deberta-base,distilbert-base-uncased,roberta-base,roberta-large,Mittelwert
600301 — HCO Bulletin — HPA Course Change Proposal to London  [B141-015].txt,2237,17-10-24 14:52,0,0,1,0,0,0
600301 — HCO Bulletin — Poem by Julian Cooper  [B024-064].txt,649,17-10-24 14:52,1,0,18,99,99,43
600301 — HCO Bulletin — Poem by Julian Cooper  [B036-046].txt,647,17-10-24 14:52,1,0,19,98,99,43
"600302 — HCO Bulletin — Touch Assist, A  [B024-065].txt",1972,17-10-24 14:52,0,0,1,17,99,23
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B024-066].txt,6233,17-10-24 14:51,0,0,0,0,0,0
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B027-020].txt,6203,17-10-24 14:52,0,0,1,0,0,0
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B036-048].txt,6273,17-10-24 14:52,0,0,0,0,0,0
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B065-006].txt,6259,17-10-24 14:52,0,0,1,0,0,0
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B065-007].txt,6268,17-10-24 14:51,0,0,1,0,0,0
600303 — HCO Bulletin — OT-3A Procedure - HGC Allowed Processes  [B139-048].txt,6273,17-10-24 14:51,0,0,1,0,0,0
"600304 — HCO Bulletin — Marriage Co-Audit, A  [B024-067].txt",2878,17-10-24 14:51,0,0,1,0,0,0
600307 — HCO Bulletin — Why Pin Time  [B024-068].txt,4337,17-10-24 14:51,0,0,2,0,99,20
600307 — HCO Bulletin — Why Pin Time  [B036-049].txt,4253,17-10-24 14:52,0,0,1,0,0,0
600307 — HCO Bulletin — Why Pin Time  [B065-008].txt,4337,17-10-24 14:52,0,0,2,0,99,20
600308 — HCO Bulletin — 'The fine poems of Julian Cooper...'  [B024-069].txt,465,17-10-24 14:51,7,0,51,99,99,51
600308 — HCO Bulletin — 'The fine poems of Julian Cooper...'  [B036-050].txt,472,17-10-24 14:52,9,0,27,99,99,46
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B024-070].txt",5710,17-10-24 14:52,0,0,1,0,0,0
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B036-051].txt",5701,17-10-24 14:51,0,0,0,0,0,0
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B139-049].txt",5712,17-10-24 14:51,0,0,1,0,0,0
"600309 — HCO Bulletin — Expansion of OT-3A Procedure, Step Two - HGC Allowed Processes  [B141-016].txt",5709,17-10-24 14:52,0,11,1,0,0,2
600309 — HCO Bulletin — Operation of British E-Meter (Blue Model MK II)  [B024-071].txt,4053,17-10-24 14:51,0,0,1,0,55,11
600310 — HCO Bulletin — Some Points to Remember  [B024-072].txt,1522,17-10-24 14:52,0,0,2,0,34,7
600310 — HCO Bulletin — Some Points to Remember  [B036-052].txt,1525,17-10-24 14:51,0,0,2,0,67,13
600312 — HCO Bulletin — Appreciation  [B024-076].txt,1125,17-10-24 14:52,0,0,4,0,99,20
600312 — HCO Bulletin — Appreciation  [B027-022].txt,601,17-10-24 14:51,0,0,4,24,99,25
600312 — HCO Bulletin — Appreciation  [B036-053].txt,514,17-10-24 14:52,0,0,2,0,35,7
600312 — HCO Bulletin — Appreciation  [B065-009].txt,605,17-10-24 14:52,0,0,4,13,99,23
600312 — HCO Bulletin — Appreciation  [B139-050].txt,610,17-10-24 14:52,0,0,4,0,95,19
600315 — HCO Bulletin — Disseminating Scientology  [B024-074].txt,4172,17-10-24 14:52,0,0,1,0,1,0
600315 — HCO Bulletin — Disseminating Scientology  [B036-054].txt,4174,17-10-24 14:52,0,0,1,0,0,0
600315 — HCO Bulletin — HPA Schedule  [B024-073].txt,1798,17-10-24 14:52,0,0,1,0,1,0
600316 — HCO Bulletin — ACC Arrangements  [B024-075].txt,1107,17-10-24 14:51,0,95,2,0,99,39
600316 — HCO Bulletin — ACC Arrangements  [B027-021].txt,546,17-10-24 14:51,1,0,4,0,99,20
600316 — HCO Bulletin — ACC Arrangements  [B065-010].txt,541,17-10-24 14:51,0,0,2,0,99,20
600316 — HCO Bulletin — ACC Arrangements  [B139-051].txt,542,17-10-24 14:51,0,0,3,0,99,20
"600317 — HCO Bulletin — Auditing Win, An  [B024-077].txt",1652,17-10-24 14:51,0,0,1,0,99,20
"600317 — HCO Bulletin — Auditing Win, An  [B139-053].txt",1661,17-10-24 14:51,0,0,1,0,99,20
600317 — HCO Bulletin — Free Case Assessments  [B024-079].txt,1838,17-10-24 14:52,0,0,1,0,0,0
600317 — HCO Bulletin — Org Boards  [B024-078].txt,880,17-10-24 14:52,0,0,2,0,57,11
600317 — HCO Bulletin — Standardized Sessions  [B027-023].txt,7562,17-10-24 14:51,0,0,1,0,99,20
600317 — HCO Bulletin — Standardized Sessions  [B036-055].txt,7609,17-10-24 14:51,0,0,1,0,16,3
600317 — HCO Bulletin — Standardized Sessions  [B065-011].txt,7606,17-10-24 14:51,0,0,1,0,91,18
600317 — HCO Bulletin — Standardized Sessions  [B114-006].txt,7618,17-10-24 14:52,0,0,1,0,4,1
600317 — HCO Bulletin — Standardized Sessions  [B139-052].txt,7567,17-10-24 14:52,0,0,1,0,99,20
600317 — HCO Bulletin — Standardized Sessions  [B161-007].txt,7562,17-10-24 14:51,0,0,1,0,99,20
"600318 — HCO Bulletin — Addition to HCO Bulletin of February 15, 1960  [B024-080].txt",1728,17-10-24 14:51,1,0,2,1,85,17
"600318 — HCO Bulletin — Addition to HCO Bulletin of February 15, 1960  [B024-082].txt",718,17-10-24 14:51,0,0,2,0,0,0
"600318 — HCO Bulletin — Addition to HCO Bulletin of February 15, 1960  [B036-056].txt",788,17-10-24 14:51,0,0,2,0,1,0
600318 — HCO Bulletin — Creating Things  [B024-083].txt,4371,17-10-24 14:51,98,0,1,27,0,25
600318 — HCO Bulletin — Creating Things  [B036-057].txt,4391,17-10-24 14:51,99,0,1,44,0,28
600321 — HCO Bulletin — Research Project  [B024-084].txt,1134,17-10-24 14:51,0,0,1,0,97,19
600323 — HCO Bulletin — Hat Addition - ACC Supervision Hat  [B024-081].txt,1728,17-10-24 14:52,1,0,2,1,85,17
600324 — HCO Bulletin — Goals in the Rudiments  [B027-024].txt,9225,17-10-24 14:52,0,1,1,0,93,19
600324 — HCO Bulletin — Goals in the Rudiments  [B036-058].txt,9373,17-10-24 14:51,0,0,1,0,6,1
600324 — HCO Bulletin — Goals in the Rudiments  [B114-007].txt,9385,17-10-24 14:52,15,8,1,0,18,8
600324 — HCO Bulletin — Goals in the Rudiments  [B114-008].txt,9267,17-10-24 14:52,0,0,1,0,2,0
600324 — HCO Bulletin — Goals in the Rudiments  [B139-054].txt,9237,17-10-24 14:52,0,0,1,0,90,18
600325 — HCO Bulletin — Promotion for the PE and Co-Audit  [B024-086].txt,1794,17-10-24 14:51,0,0,1,0,80,16
600325 — HCO Bulletin — Suspension of Certificates  [B024-085].txt,1088,17-10-24 14:52,3,0,2,0,78,16
600325 — HCO Bulletin — Suspension of Certificates  [B139-055].txt,1095,17-10-24 14:51,2,0,4,0,91,19
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B027-025].txt,1967,17-10-24 14:51,0,0,1,1,99,20
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B134-005].txt,2051,17-10-24 14:51,0,0,3,0,4,1
600328 — HCO Bulletin — Letter from Wing and Smokey Angell  [B139-056].txt,1973,17-10-24 14:52,0,0,1,0,99,20
600330 — HCO Bulletin — Interrogation (How to read an E-Meter on a silent subject)  [B024-087].txt,5180,17-10-24 14:52,79,0,1,0,1,16
600330 — HCO Bulletin — Interrogation (How to read an E-Meter on a silent subject)  [B036-059].txt,3459,17-10-24 14:51,0,0,1,0,0,0
600331 — HCO Bulletin — 'Franchised auditors in USA have had good results...'  [B024-091].txt,2356,17-10-24 14:51,0,0,1,0,98,19
600331 — HCO Bulletin — 'Franchised auditors in USA have had good results...'  [B141-017].txt,2361,17-10-24 14:52,0,0,1,0,99,20
600331 — HCO Bulletin — Electrode Improvement Tip  [B024-089].txt,1653,17-10-24 14:52,0,0,1,0,99,20
600331 — HCO Bulletin — Electrode Improvement Tip  [B024-090].txt,1615,17-10-24 14:52,0,0,1,0,97,19
600331 — HCO Bulletin — Electrode Improvement Tip  [B027-027].txt,1609,17-10-24 14:52,0,0,2,1,99,20
600331 — HCO Bulletin — Electrode Improvement Tip  [B036-061].txt,1627,17-10-24 14:52,0,0,1,0,35,7
600331 — HCO Bulletin — Electrode Improvement Tip  [B139-057].txt,1601,17-10-24 14:52,0,0,2,13,99,22
"600331 — HCO Bulletin — Hubbard Co-Audit Control Panel, The  [B027-031].txt",2325,17-10-24 14:52,0,0,1,0,94,19
"600331 — HCO Bulletin — Hubbard Co-Audit Control Panel, The  [B065-012].txt",2348,17-10-24 14:52,0,0,1,0,14,3
"600331 — HCO Bulletin — Hubbard Co-Audit Control Panel, The  [B139-061].txt",2321,17-10-24 14:51,0,0,1,0,88,17
"600331 — HCO Bulletin — Present Time Problem, The  [B024-088].txt",7271,17-10-24 14:52,0,0,1,0,1,0
"600331 — HCO Bulletin — Present Time Problem, The  [B027-026].txt",7242,17-10-24 14:52,0,0,1,0,14,3
"600331 — HCO Bulletin — Present Time Problem, The  [B036-060].txt",7211,17-10-24 14:51,0,0,1,0,18,3
"600331 — HCO Bulletin — Present Time Problem, The  [B114-009].txt",7406,17-10-24 14:52,0,0,1,0,99,20
"600331 — HCO Bulletin — Present Time Problem, The  [B139-058].txt",7216,17-10-24 14:51,0,0,1,0,0,0
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B024-093].txt,4504,17-10-24 14:51,0,0,1,0,0,0
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B027-029].txt,4467,17-10-24 14:52,0,0,2,0,0,0
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B036-063].txt,4464,17-10-24 14:52,0,0,1,0,0,0
600401 — HCO Bulletin — Hubbard Apprentice Scientologist  [B139-060].txt,4474,17-10-24 14:52,0,0,2,0,0,0
600401 — HCO Bulletin — Route to Success in Scientology  [B024-092].txt,6881,17-10-24 14:52,2,0,1,13,99,23
600401 — HCO Bulletin — Route to Success in Scientology  [B027-028].txt,6824,17-10-24 14:52,0,0,2,36,99,27
600401 — HCO Bulletin — Route to Success in Scientology  [B036-064].txt,6887,17-10-24 14:51,4,0,1,24,99,25
600401 — HCO Bulletin — Route to Success in Scientology  [B139-059].txt,6841,17-10-24 14:52,0,0,1,4,99,20
600401 — HCO Bulletin — Some Points of Theory  [B024-094].txt,2619,17-10-24 14:51,0,0,1,0,10,2
600401 — HCO Bulletin — Some Points of Theory  [B027-030].txt,2573,17-10-24 14:52,0,0,1,0,95,19
600401 — HCO Bulletin — Some Points of Theory  [B036-062].txt,2569,17-10-24 14:51,0,0,1,0,0,0
600401 — HCO Bulletin — Some Points of Theory  [B065-013].txt,2562,17-10-24 14:52,0,0,1,0,48,9
600401 — HCO Bulletin — Some Points of Theory  [B139-062].txt,2586,17-10-24 14:51,0,0,1,0,84,17
600401 — HCO Bulletin — Some Points of Theory  [B141-018].txt,2597,17-10-24 14:51,0,8,0,0,1,1
600407 Issue 2 — HCO Bulletin — Checksheet for HGC  [B024-096].txt,2006,17-10-24 14:52,0,0,1,0,0,0
"600407 — HCO Bulletin — New Summary of Auditing, A  [B024-095].txt",12486,17-10-24 14:51,0,0,1,0,92,18
"600407 — HCO Bulletin — New Summary of Auditing, A  [B027-032].txt",12377,17-10-24 14:51,99,0,1,0,95,39
"600407 — HCO Bulletin — New Summary of Auditing, A  [B065-014].txt",12351,17-10-24 14:51,4,97,1,0,99,40
"600407 — HCO Bulletin — New Summary of Auditing, A  [B139-063].txt",12356,17-10-24 14:51,99,0,1,0,99,39
"600407 — HCO Bulletin — New Summary of Auditing, A  [B139-064].txt",12432,17-10-24 14:52,0,0,1,0,98,19
600408 — HCO Bulletin — New Addresses  [B024-097].txt,1127,17-10-24 14:52,0,0,1,0,98,19
600408 — HCO Bulletin — New Addresses  [B036-065].txt,1122,17-10-24 14:52,0,0,1,0,94,19
600409 — HCO Bulletin — Outflow  [B024-100].txt,4934,17-10-24 14:51,0,0,1,0,0,0
600409 — HCO Bulletin — Outflow  [B036-066].txt,4865,17-10-24 14:52,0,0,1,0,13,2
600409 — HCO Bulletin — Outflow  [PL034-039].txt,5155,17-10-24 14:51,0,0,1,0,0,0
600410 — HCO Bulletin — Important - PE Foundation Report  [B024-101].txt,7023,17-10-24 14:52,0,98,1,0,12,22
600411 Issue 3 — HCO Bulletin — Important Field Release  [B024-104].txt,1776,17-10-24 14:52,14,0,2,0,99,23
600411 Issue 3 — HCO Bulletin — Important Field Release  [B036-067].txt,1793,17-10-24 14:52,0,0,1,0,22,4
600411 — HCO Bulletin — ACC TR  [B024-102].txt,2069,17-10-24 14:52,0,0,1,0,60,12
600411 — HCO Bulletin — ACC TR  [B036-068].txt,2069,17-10-24 14:51,1,0,1,0,85,17
600411 — HCO Bulletin — New Training Schedule  [B024-103].txt,2683,17-10-24 14:52,0,0,1,0,0,0
"600412 — HCO Bulletin — Analysis of Promotion, An  [B024-106].txt",4064,17-10-24 14:51,0,0,1,0,94,19
"600412 — HCO Bulletin — Analysis of Promotion, An  [B036-069].txt",4074,17-10-24 14:52,0,0,1,0,4,1
600412 — HCO Bulletin — Hubbard Apprentice Scientologist  [B024-105].txt,1639,17-10-24 14:52,1,0,2,16,99,23
600412 — HCO Bulletin — Hubbard Apprentice Scientologist  [B139-065].txt,1614,17-10-24 14:51,4,0,19,8,99,26
600414 — HCO Bulletin — New PE Data  [B024-107].txt,4180,17-10-24 14:51,0,0,1,0,0,0
600414 — HCO Bulletin — New PE Data  [B027-033].txt,4114,17-10-24 14:51,0,0,1,0,0,0
600414 — HCO Bulletin — New PE Data  [B036-070].txt,4122,17-10-24 14:52,0,0,1,0,0,0
600414 — HCO Bulletin — New PE Data  [B065-015].txt,4116,17-10-24 14:52,0,2,1,0,1,0
600414 — HCO Bulletin — New PE Data  [B139-066].txt,4113,17-10-24 14:51,0,0,1,0,0,0
600414 — HCO Bulletin — New PE Data  [B141-019].txt,5616,17-10-24 14:51,0,0,1,0,7,1
600418 — HCO Bulletin — SOP Goals  [B037-027].txt,647,17-10-24 14:52,1,0,6,5,99,22
600419 — HCO Bulletin — Time-Table of HPA Course  [B024-108].txt,5622,17-10-24 14:52,0,0,1,0,11,2
600420 — HCO Bulletin — Processes  [B024-110].txt,1425,17-10-24 14:51,0,0,3,2,99,20
600420 — HCO Bulletin — Processes  [B024-111].txt,1425,17-10-24 14:52,0,0,3,2,99,20
600420 — HCO Bulletin — Processes  [B027-034].txt,845,17-10-24 14:51,0,0,3,0,99,20
600420 — HCO Bulletin — Processes  [B036-071].txt,912,17-10-24 14:52,0,0,2,0,24,5
600420 — HCO Bulletin — Processes  [B139-067].txt,844,17-10-24 14:52,0,0,4,1,99,20
600420 — HCO Bulletin — Success in Australia  [B024-109].txt,688,17-10-24 14:52,0,0,1,0,6,1
600420 — HCO Bulletin — Success in Australia  [B027-035].txt,662,17-10-24 14:51,0,0,3,0,94,19
600420 — HCO Bulletin — Success in Australia  [B139-068].txt,660,17-10-24 14:51,0,0,4,0,99,20
600421 — HCO Bulletin — Presession Processes  [B024-112].txt,10421,17-10-24 14:52,0,0,1,0,7,1
600421 — HCO Bulletin — Presession Processes  [B027-036].txt,10322,17-10-24 14:52,0,0,1,0,99,20
600421 — HCO Bulletin — Presession Processes  [B036-072].txt,10249,17-10-24 14:51,0,1,0,0,16,3
600421 — HCO Bulletin — Presession Processes  [B114-010].txt,10436,17-10-24 14:52,0,0,1,0,99,20
600421 — HCO Bulletin — Presession Processes  [B141-020].txt,10315,17-10-24 14:52,0,0,1,0,98,19
600422 — HCO Bulletin — Flattening Terminals  [B024-113].txt,2842,17-10-24 14:51,0,0,1,0,0,0
600422 — HCO Bulletin — Flattening Terminals  [B027-037].txt,2755,17-10-24 14:51,0,0,1,0,0,0
600422 — HCO Bulletin — Flattening Terminals  [B036-073].txt,2830,17-10-24 14:51,0,0,1,0,0,0
600422 — HCO Bulletin — Flattening Terminals  [B139-069].txt,2760,17-10-24 14:52,0,0,1,0,0,0
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B027-038].txt,3697,17-10-24 14:51,35,0,1,3,99,27
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B036-074].txt,3729,17-10-24 14:51,1,0,1,1,99,20
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B139-070].txt,3707,17-10-24 14:51,99,0,1,4,99,40
600424 — HCO Bulletin — Concerning the Campaign for Presidency  [B177-003].txt,3766,17-10-24 14:51,0,0,1,1,98,20
"600425 — HCO Bulletin — Good Session, A  [B024-114].txt",2396,17-10-24 14:52,0,0,1,0,0,0
"600425 — HCO Bulletin — Good Session, A  [B139-071].txt",2397,17-10-24 14:51,0,0,1,0,0,0
600425 — HCO Bulletin — PrR Promotion  [B024-115].txt,12437,17-10-24 14:52,0,0,1,0,0,0
600425 — HCO Bulletin — Send Your Clipping Files  [B024-116].txt,666,17-10-24 14:52,2,0,20,16,99,27
600425 — HCO Bulletin — Send Your Clipping Files  [B036-075].txt,670,17-10-24 14:52,2,0,25,21,99,29
600427 — HCO Bulletin — Security of Employment  [B024-118].txt,2237,17-10-24 14:51,99,0,2,0,2,20
600427 — HCO Bulletin — Security of Employment  [B036-076].txt,2238,17-10-24 14:52,99,0,2,0,0,20
600427 — HCO Bulletin — Security of Employment  [B055-003].txt,2325,17-10-24 14:52,27,0,1,0,1,5
600428 — HCO Bulletin — Books Are Dissemination  [B027-039].txt,13445,17-10-24 14:51,99,0,1,1,99,40
600428 — HCO Bulletin — Books Are Dissemination  [B036-077].txt,13580,17-10-24 14:51,99,0,1,0,97,39
600428 — HCO Bulletin — Books Are Dissemination  [B114-011].txt,13526,17-10-24 14:52,0,0,1,0,76,15
600428 — HCO Bulletin — Books Are Dissemination  [B139-073].txt,13464,17-10-24 14:52,99,0,1,1,99,40
600428 — HCO Bulletin — Outlfow  [B024-120].txt,1357,17-10-24 14:52,0,0,2,0,84,17
600428 — HCO Bulletin — PrR Promotion  [B024-119].txt,870,17-10-24 14:51,1,0,3,2,99,21
"600429 — HCO Bulletin — Scientific Treatment of the Insane, The  [B024-122].txt",5793,17-10-24 14:51,99,0,1,66,99,53
"600429 — HCO Bulletin — Scientific Treatment of the Insane, The  [B141-021].txt",3311,17-10-24 14:51,1,0,1,18,99,23
"600429 — HCO Bulletin — Scientific Treatment of the Insane, The  [B141-022].txt",5814,17-10-24 14:52,99,1,1,57,99,51
600430 — HCO Bulletin — ACC TRs  [B024-123].txt,12348,17-10-24 14:52,0,0,1,0,0,0
600503 — HCO Bulletin — Calling All Auditors  [B024-124].txt,4236,17-10-24 14:52,1,0,2,0,97,20
600503 — HCO Bulletin — Calling All Auditors  [B027-040].txt,4225,17-10-24 14:52,1,0,1,0,63,13
600503 — HCO Bulletin — Calling All Auditors  [B036-079].txt,4282,17-10-24 14:52,0,0,1,0,0,0
600503 — HCO Bulletin — Calling All Auditors  [B139-074].txt,4227,17-10-24 14:52,95,0,1,0,99,39
600504 — HCO Bulletin — Association of Secretary Letter - Tapes  [B024-125].txt,785,17-10-24 14:51,0,0,10,0,98,21
600504 — HCO Bulletin — Association of Secretary Letter - Tapes  [B036-080].txt,784,17-10-24 14:52,0,0,8,0,98,21
600505 — HCO Bulletin — Help  [B024-126].txt,15516,17-10-24 14:51,4,0,1,0,5,2
600505 — HCO Bulletin — Help  [B027-041].txt,15344,17-10-24 14:52,99,0,1,0,99,39
600505 — HCO Bulletin — Help  [B036-081].txt,15404,17-10-24 14:51,1,0,1,0,96,19
600505 — HCO Bulletin — Help  [B114-012].txt,15598,17-10-24 14:51,0,0,1,0,99,20
600505 — HCO Bulletin — Help  [B134-006].txt,15484,17-10-24 14:52,0,6,0,0,7,2
600505 — HCO Bulletin — Help  [B134-007].txt,15375,17-10-24 14:52,0,0,1,0,76,15
600505 — HCO Bulletin — Help  [B139-075].txt,15358,17-10-24 14:52,99,0,1,0,99,39
600506 — HCO Bulletin — Academy - Checksheet  [B024-127].txt,2088,17-10-24 14:51,0,26,1,0,2,5
600506 — HCO Bulletin — Fifth Dynamic Research  [B139-076].txt,4992,17-10-24 14:52,99,1,1,10,99,42
600506 — HCO Bulletin — HPA-HCA Tape Schedule  [B024-128].txt,3693,17-10-24 14:51,0,0,1,0,63,12
600506 — HCO Horticultural Bulletin — Fifth Dynamic Research  [B024-129].txt,4502,17-10-24 14:52,5,1,1,0,0,1
600506 — HCO Horticultural Bulletin — Fifth Dynamic Research  [B027-042].txt,4980,17-10-24 14:51,91,1,1,4,99,39
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B024-130].txt,2412,17-10-24 14:52,0,0,1,0,73,14
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B024-132].txt,2401,17-10-24 14:51,0,0,1,0,19,4
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B027-043].txt,2371,17-10-24 14:52,0,0,3,1,99,20
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B036-082].txt,2477,17-10-24 14:52,0,0,1,0,12,2
600507 — HCO Bulletin — Earmarks of a Hot Terminal  [B139-077].txt,2383,17-10-24 14:52,0,0,2,0,96,19
600507 — HCO Bulletin — Marriage Co-Audit  [B024-133].txt,2011,17-10-24 14:51,0,0,1,0,0,0
600507 — HCO Bulletin — Marriage Co-Audit  [B027-044].txt,1996,17-10-24 14:51,0,0,2,0,0,0
600507 — HCO Bulletin — Marriage Co-Audit  [B139-078].txt,1963,17-10-24 14:52,0,0,2,0,0,0
600510 — HCO Bulletin — Calling All Auditors  [B024-134].txt,3207,17-10-24 14:52,14,0,2,0,99,23
600510 — HCO Bulletin — Calling All Auditors  [B027-045].txt,3179,17-10-24 14:52,0,0,1,0,99,20
600510 — HCO Bulletin — Calling All Auditors  [B036-084].txt,3249,17-10-24 14:51,0,0,1,0,94,19
600510 — HCO Bulletin — Calling All Auditors  [B139-079].txt,3187,17-10-24 14:51,1,0,1,0,98,20
600510 — HCO Bulletin — Our Technical Program  [B024-135].txt,8391,17-10-24 14:52,0,0,1,0,0,0
600510 — HCO Bulletin — Our Technical Program  [B036-083].txt,8333,17-10-24 14:52,0,0,1,0,0,0
600510 — HCO Bulletin — Scales  [B024-136].txt,2983,17-10-24 14:52,0,0,1,0,44,9
600510 — HCO Bulletin — Scales  [B027-046].txt,2946,17-10-24 14:52,2,0,1,5,47,11
600510 — HCO Bulletin — Scales  [B141-023].txt,2936,17-10-24 14:52,0,0,1,0,18,3
